path	filename	ext	date_in_name	has_frontmatter	incoming_links	size_bytes	mtime	parent_folder
Resources/personal/2019-03-06-boekverslag-6-nl-v6-warenar.md	2019-03-06-boekverslag-6-nl-v6-warenar.md	md	2019-03-06	Y	0	5736	2026-05-14	Resources/personal
Resources/personal/2019-03-06-boekverslag-8-nl-v6-het-diner-x6.md	2019-03-06-boekverslag-8-nl-v6-het-diner-x6.md	md	2019-03-06	Y	0	22707	2026-05-14	Resources/personal
Resources/personal/2019-03-12-boekverslag-1-nl-v6-soldaten-huilen-niet-x1.md	2019-03-12-boekverslag-1-nl-v6-soldaten-huilen-niet-x1.md	md	2019-03-12	Y	0	6470	2026-05-14	Resources/personal
Resources/personal/2019-03-12-boekverslag-2-nl-v6-deja-vu-x8.md	2019-03-12-boekverslag-2-nl-v6-deja-vu-x8.md	md	2019-03-12	Y	0	9231	2026-05-14	Resources/personal
Resources/personal/2019-03-12-boekverslag-3-nl-v6-turks-fruit-x7.md	2019-03-12-boekverslag-3-nl-v6-turks-fruit-x7.md	md	2019-03-12	Y	0	12213	2026-05-14	Resources/personal
Resources/personal/2019-03-12-boekverslag-7-nl-v6-fabriekskinderen.md	2019-03-12-boekverslag-7-nl-v6-fabriekskinderen.md	md	2019-03-12	Y	0	3390	2026-05-14	Resources/personal
Resources/personal/2019-03-16-microcontrollers.md	2019-03-16-microcontrollers.md	md	2019-03-16	Y	0	15497	2026-05-14	Resources/personal
Resources/personal/2019-03-16-sql-documatation.md	2019-03-16-sql-documatation.md	md	2019-03-16	Y	0	2166	2026-05-14	Resources/personal
Resources/personal/2019-03-24-tijdvakken-1-8-compleet.md	2019-03-24-tijdvakken-1-8-compleet.md	md	2019-03-24	Y	0	606	2026-05-14	Resources/personal
Resources/personal/2019-04-08-kunstproject-vwo-6-thomas-wielinga.md	2019-04-08-kunstproject-vwo-6-thomas-wielinga.md	md	2019-04-08	Y	0	4451	2026-05-14	Resources/personal
Resources/personal/2019-11-30-jaarrooster-winford-utrecht-2019-2020.md	2019-11-30-jaarrooster-winford-utrecht-2019-2020.md	md	2019-11-30	Y	0	15638	2026-05-14	Resources/personal
Resources/personal/2019-11-30-winford-examenreglement-havo-vwo-web-2018-2019.md	2019-11-30-winford-examenreglement-havo-vwo-web-2018-2019.md	md	2019-11-30	Y	0	33489	2026-05-14	Resources/personal
Resources/personal/2019-11-30-winford-pta-havo-1920.md	2019-11-30-winford-pta-havo-1920.md	md	2019-11-30	Y	0	20409	2026-05-14	Resources/personal
Resources/personal/2019-12-09-2019-11-18-groeiende-toeristen-stroom-door-heel-nederland.md	2019-12-09-2019-11-18-groeiende-toeristen-stroom-door-heel-nederland.md	md	2019-12-09	Y	0	7707	2026-05-14	Resources/personal
Resources/personal/2019-12-09-literatuurlijst-v6.md	2019-12-09-literatuurlijst-v6.md	md	2019-12-09	Y	0	1067	2026-05-14	Resources/personal
Resources/personal/2019-12-09-pta-gregorius-vwo-6-cohort-2017-2020-definitief.md	2019-12-09-pta-gregorius-vwo-6-cohort-2017-2020-definitief.md	md	2019-12-09	Y	0	28276	2026-05-14	Resources/personal
Resources/personal/2019-12-12-annabelle-peletier.md	2019-12-12-annabelle-peletier.md	md	2019-12-12	Y	0	2331	2026-05-14	Resources/personal
Resources/personal/2019-12-16-boekverslag-9-nl-v6-dorsvloer-vol-confetti-x2.md	2019-12-16-boekverslag-9-nl-v6-dorsvloer-vol-confetti-x2.md	md	2019-12-16	Y	0	16558	2026-05-14	Resources/personal
Resources/personal/2020-01-04-thomas-wielinga-ref-vince.md	2020-01-04-thomas-wielinga-ref-vince.md	md	2020-01-04	Y	0	1064	2026-05-14	Resources/personal
Resources/personal/2020-02-03-boekverslag-13-nl-v6-na-mattias-x4.md	2020-02-03-boekverslag-13-nl-v6-na-mattias-x4.md	md	2020-02-03	Y	0	20273	2026-05-14	Resources/personal
Resources/personal/2020-03-09-literatuurlijst-havo.md	2020-03-09-literatuurlijst-havo.md	md	2020-03-09	Y	0	805	2026-05-14	Resources/personal
Resources/personal/2020-04-07-geschiedenis-havo-2020-versie-2.md	2020-04-07-geschiedenis-havo-2020-versie-2.md	md	2020-04-07	Y	0	67895	2026-05-14	Resources/personal
Resources/personal/2020-04-18-maasticht-motivation.md	2020-04-18-maasticht-motivation.md	md	2020-04-18	Y	0	903	2026-05-14	Resources/personal
Resources/personal/2020-04-29-additional-preperation-letter.md	2020-04-29-additional-preperation-letter.md	md	2020-04-29	Y	0	1183	2026-05-14	Resources/personal
Resources/personal/2020-04-29-case-study-candidates-selection-day-virtual.md	2020-04-29-case-study-candidates-selection-day-virtual.md	md	2020-04-29	Y	0	8480	2026-05-14	Resources/personal
Resources/personal/2020-05-04-hotelschool-the-hague-application-word.md	2020-05-04-hotelschool-the-hague-application-word.md	md	2020-05-04	Y	0	2530	2026-05-14	Resources/personal
Resources/personal/2020-05-05-experience-must-exceed-expectations.md	2020-05-05-experience-must-exceed-expectations.md	md	2020-05-05	Y	0	1400	2026-05-14	Resources/personal
Resources/personal/2021-02-08-cuaderno-del-alumno-mdulo-1-feb-2020.md	2021-02-08-cuaderno-del-alumno-mdulo-1-feb-2020.md	md	2021-02-08	Y	0	56696	2026-05-14	Resources/personal
Resources/personal/2021-02-08-spaans-modulo-1.md	2021-02-08-spaans-modulo-1.md	md	2021-02-08	Y	0	15197	2026-05-14	Resources/personal
Resources/personal/2021-02-09-programa-mdulo-1.md	2021-02-09-programa-mdulo-1.md	md	2021-02-09	Y	0	12147	2026-05-14	Resources/personal
Resources/personal/2021-03-02-tti-profiel.md	2021-03-02-tti-profiel.md	md	2021-03-02	Y	0	36069	2026-05-14	Resources/personal
Resources/personal/2021-03-29-casussen-engelse-stroom-periode-3.md	2021-03-29-casussen-engelse-stroom-periode-3.md	md	2021-03-29	Y	0	1771	2026-05-14	Resources/personal
Resources/personal/2021-03-29-overview-products-product-knowledge-module-2-gastronomic.md	2021-03-29-overview-products-product-knowledge-module-2-gastronomic.md	md	2021-03-29	Y	0	15944	2026-05-14	Resources/personal
Resources/personal/2021-03-29-selectie-wijnen-hmsm.md	2021-03-29-selectie-wijnen-hmsm.md	md	2021-03-29	Y	0	2361	2026-05-14	Resources/personal
Resources/personal/2021-04-28-cuaderno-del-alumno-mdulo-2-feb-2020.md	2021-04-28-cuaderno-del-alumno-mdulo-2-feb-2020.md	md	2021-04-28	Y	0	55568	2026-05-14	Resources/personal
Resources/personal/2021-04-28-programa-mdulo-2.md	2021-04-28-programa-mdulo-2.md	md	2021-04-28	Y	0	13987	2026-05-14	Resources/personal
Resources/personal/2021-05-19-communication-in-organization-basic-skills-and-conversation.md	2021-05-19-communication-in-organization-basic-skills-and-conversation.md	md	2021-05-19	Y	0	427822	2026-05-14	Resources/personal
Resources/personal/2021-05-31-cuaderno-del-alumno-mdulo-2-leccin-3.md	2021-05-31-cuaderno-del-alumno-mdulo-2-leccin-3.md	md	2021-05-31	Y	0	4933	2026-05-14	Resources/personal
Resources/personal/2021-05-31-el-futuro-del-turismo.md	2021-05-31-el-futuro-del-turismo.md	md	2021-05-31	Y	0	1302	2026-05-14	Resources/personal
Resources/personal/2021-06-01-cuaderno-del-alumno-modulo-2.md	2021-06-01-cuaderno-del-alumno-modulo-2.md	md	2021-06-01	Y	0	2209	2026-05-14	Resources/personal
Resources/personal/2021-06-14-oral-assessment-assessment-form-group-7-12.md	2021-06-14-oral-assessment-assessment-form-group-7-12.md	md	2021-06-14	Y	0	7118	2026-05-14	Resources/personal
Resources/personal/2021-06-14-oral-assessment-description-exam-group-7-12.md	2021-06-14-oral-assessment-description-exam-group-7-12.md	md	2021-06-14	Y	0	11595	2026-05-14	Resources/personal
Resources/personal/2021-06-14-written-test-description-exam-group-7-12.md	2021-06-14-written-test-description-exam-group-7-12.md	md	2021-06-14	Y	0	4862	2026-05-14	Resources/personal
Resources/personal/2021-06-16-financial-management-oral.md	2021-06-16-financial-management-oral.md	md	2021-06-16	Y	0	432	2026-05-14	Resources/personal
Resources/personal/2021-06-24-written-exam-notes-juliette.md	2021-06-24-written-exam-notes-juliette.md	md	2021-06-24	Y	0	6949	2026-05-14	Resources/personal
Resources/personal/2021-06-29-revision-chapters-fre.md	2021-06-29-revision-chapters-fre.md	md	2021-06-29	Y	0	4797	2026-05-14	Resources/personal
Resources/personal/2021-06-30-hfd-4-nutrients-vernieuwd.md	2021-06-30-hfd-4-nutrients-vernieuwd.md	md	2021-06-30	Y	0	1679	2026-05-14	Resources/personal
Resources/personal/2021-07-01-inhoud-elk-hoofdstuk.md	2021-07-01-inhoud-elk-hoofdstuk.md	md	2021-07-01	Y	0	1133	2026-05-14	Resources/personal
Resources/personal/2021-07-01-scenario-assessment-form-en-01-11-2019.md	2021-07-01-scenario-assessment-form-en-01-11-2019.md	md	2021-07-01	Y	0	510	2026-05-14	Resources/personal
Resources/personal/2021-07-02-gastronomic-lunch-report-group-209.md	2021-07-02-gastronomic-lunch-report-group-209.md	md	2021-07-02	Y	0	32699	2026-05-14	Resources/personal
Resources/personal/2021-07-08-oral-exam-notes-juliette.md	2021-07-08-oral-exam-notes-juliette.md	md	2021-07-08	Y	0	4704	2026-05-14	Resources/personal
Resources/personal/2022-02-10-hotel-ultima.md	2022-02-10-hotel-ultima.md	md	2022-02-10	Y	0	7503	2026-05-14	Resources/personal
Resources/personal/2022-05-11-preparaciondeleb1-examen1.md	2022-05-11-preparaciondeleb1-examen1.md	md	2022-05-11	Y	0	5560	2026-05-14	Resources/personal
Resources/personal/2022-05-11-preparaciondeleb1-examen2.md	2022-05-11-preparaciondeleb1-examen2.md	md	2022-05-11	Y	0	5180	2026-05-14	Resources/personal
Resources/personal/2022-05-11-preparaciondeleb1-examen3.md	2022-05-11-preparaciondeleb1-examen3.md	md	2022-05-11	Y	0	5694	2026-05-14	Resources/personal
Resources/personal/2022-05-11-preparaciondeleb1-examen5.md	2022-05-11-preparaciondeleb1-examen5.md	md	2022-05-11	Y	0	5310	2026-05-14	Resources/personal
Resources/personal/2022-05-11-preparaciondeleb1-examen6.md	2022-05-11-preparaciondeleb1-examen6.md	md	2022-05-11	Y	0	5492	2026-05-14	Resources/personal
Resources/personal/2022-05-11-preparaciondeleb1-examen7.md	2022-05-11-preparaciondeleb1-examen7.md	md	2022-05-11	Y	0	5726	2026-05-14	Resources/personal
Resources/personal/2022-05-11-preparaciondeleb1-examen8.md	2022-05-11-preparaciondeleb1-examen8.md	md	2022-05-11	Y	0	5699	2026-05-14	Resources/personal
Resources/personal/2022-06-12-identifying-strategic-options-swot-to-tows.md	2022-06-12-identifying-strategic-options-swot-to-tows.md	md	2022-06-12	Y	0	2220	2026-05-14	Resources/personal
Resources/personal/2022-06-12-reputation-benchmark-2019-v10.md	2022-06-12-reputation-benchmark-2019-v10.md	md	2022-06-12	Y	0	11493	2026-05-14	Resources/personal
Resources/personal/2022-06-26-preparaciondeleb1-examen4.md	2022-06-26-preparaciondeleb1-examen4.md	md	2022-06-26	Y	0	5825	2026-05-14	Resources/personal
Resources/personal/2022-08-30-supervision-factsheet-internship.md	2022-08-30-supervision-factsheet-internship.md	md	2022-08-30	Y	0	5178	2026-05-14	Resources/personal
Resources/personal/2022-09-07-full-plan.md	2022-09-07-full-plan.md	md	2022-09-07	Y	0	48946	2026-05-14	Resources/personal
Resources/personal/2023-02-13-an-external-analysis-of-the-penta-hotel-in-wiesbaden-would.md	2023-02-13-an-external-analysis-of-the-penta-hotel-in-wiesbaden-would.md	md	2023-02-13	Y	0	6790	2026-05-14	Resources/personal
Resources/personal/2023-02-17-ph-wiesbaden-pl2019.md	2023-02-17-ph-wiesbaden-pl2019.md	md	2023-02-17	Y	0	109504	2026-05-14	Resources/personal
Resources/personal/2023-02-22-financial-analysis-penta-wiesbadenxlsx.md	2023-02-22-financial-analysis-penta-wiesbadenxlsx.md	md	2023-02-22	Y	0	521	2026-05-14	Resources/personal
Resources/personal/2023-03-09-module-9-professionnal-writing.md	2023-03-09-module-9-professionnal-writing.md	md	2023-03-09	Y	0	4117	2026-05-14	Resources/personal
Resources/personal/2023-03-12-four-aaaas-for-an-effective-leader.md	2023-03-12-four-aaaas-for-an-effective-leader.md	md	2023-03-12	Y	0	5729	2026-05-14	Resources/personal
Resources/personal/2023-03-12-pptquinnsmodel.md	2023-03-12-pptquinnsmodel.md	md	2023-03-12	Y	0	3836	2026-05-14	Resources/personal
Resources/personal/2023-03-12-vier-aaaas-voor-de-effectieve-leider.md	2023-03-12-vier-aaaas-voor-de-effectieve-leider.md	md	2023-03-12	Y	0	5638	2026-05-14	Resources/personal
Resources/personal/2023-03-26-penta-q-a.md	2023-03-26-penta-q-a.md	md	2023-03-26	Y	0	9346	2026-05-14	Resources/personal
Resources/personal/2023-09-16-caught-in-the-middle-organizational-impedimentspdf.md	2023-09-16-caught-in-the-middle-organizational-impedimentspdf.md	md	2023-09-16	Y	0	592	2026-05-14	Resources/personal
Resources/personal/2023-09-17-firms-with-benefits-a-systematic-review-of-responsible.md	2023-09-17-firms-with-benefits-a-systematic-review-of-responsible.md	md	2023-09-17	Y	0	125851	2026-05-14	Resources/personal
Resources/personal/2023-09-17-how-do-corporate-social-responsibility-and-innovation.md	2023-09-17-how-do-corporate-social-responsibility-and-innovation.md	md	2023-09-17	Y	0	76942	2026-05-14	Resources/personal
Resources/personal/2023-09-17-s11846-023-00658-5.md	2023-09-17-s11846-023-00658-5.md	md	2023-09-17	Y	0	151402	2026-05-14	Resources/personal
Resources/personal/2023-09-19-is-normaltiy-met.md	2023-09-19-is-normaltiy-met.md	md	2023-09-19	Y	0	939	2026-05-14	Resources/personal
Resources/personal/2023-09-19-literature-review.md	2023-09-19-literature-review.md	md	2023-09-19	Y	0	14952	2026-05-14	Resources/personal
Resources/personal/2023-09-22-bocken-sustainable-benture-capital.md	2023-09-22-bocken-sustainable-benture-capital.md	md	2023-09-22	Y	0	82985	2026-05-14	Resources/personal
Resources/personal/2023-09-22-creating-shared-value.md	2023-09-22-creating-shared-value.md	md	2023-09-22	Y	0	71373	2026-05-14	Resources/personal
Resources/personal/2023-09-22-hart-resource-baksed-view-of-the-firm.md	2023-09-22-hart-resource-baksed-view-of-the-firm.md	md	2023-09-22	Y	0	83822	2026-05-14	Resources/personal
Resources/personal/2023-09-22-reinhart.md	2023-09-22-reinhart.md	md	2023-09-22	Y	0	101309	2026-05-14	Resources/personal
Resources/personal/2023-09-22-schaltegger.md	2023-09-22-schaltegger.md	md	2023-09-22	Y	0	80538	2026-05-14	Resources/personal
Resources/personal/2023-09-24-as2023-finalpaperrubric.md	2023-09-24-as2023-finalpaperrubric.md	md	2023-09-24	Y	0	6142	2026-05-14	Resources/personal
Resources/personal/2023-11-11-as2020-tutorial-21.md	2023-11-11-as2020-tutorial-21.md	md	2023-11-11	Y	0	9964	2026-05-14	Resources/personal
Resources/personal/2023-11-16-reader2.md	2023-11-16-reader2.md	md	2023-11-16	Y	0	123475	2026-05-14	Resources/personal
Resources/personal/2023-11-17-prompts-for-summarizing-academic-articles.md	2023-11-17-prompts-for-summarizing-academic-articles.md	md	2023-11-17	Y	0	2888	2026-05-14	Resources/personal
Resources/personal/2023-11-20-as2023-tutorial23.md	2023-11-20-as2023-tutorial23.md	md	2023-11-20	Y	0	9410	2026-05-14	Resources/personal
Resources/personal/2023-12-03-as2021-tutorial24.md	2023-12-03-as2021-tutorial24.md	md	2023-12-03	Y	0	10322	2026-05-14	Resources/personal
Resources/personal/2023-12-12-statistics-week-1.md	2023-12-12-statistics-week-1.md	md	2023-12-12	Y	0	7436	2026-05-14	Resources/personal
Resources/personal/2023-12-18-summaries-capstone-papers.md	2023-12-18-summaries-capstone-papers.md	md	2023-12-18	Y	0	28034	2026-05-14	Resources/personal
Resources/personal/2024-01-22-certifcate-thomas-wielinga-premaster.md	2024-01-22-certifcate-thomas-wielinga-premaster.md	md	2024-01-22	Y	0	1099	2026-05-14	Resources/personal
Resources/personal/2024-01-22-letter-of-recommendation-thomas-wielinga-premaster.md	2024-01-22-letter-of-recommendation-thomas-wielinga-premaster.md	md	2024-01-22	Y	0	734	2026-05-14	Resources/personal
Resources/personal/2024-03-18-adrian-payne-and-pennie-frow.md	2024-03-18-adrian-payne-and-pennie-frow.md	md	2024-03-18	Y	0	54611	2026-05-14	Resources/personal
Resources/personal/2024-03-18-factors-of-effective-strategy-implementation-empirical.md	2024-03-18-factors-of-effective-strategy-implementation-empirical.md	md	2024-03-18	Y	0	74668	2026-05-14	Resources/personal
Resources/personal/2024-03-18-hambrick-and-fredrickson.md	2024-03-18-hambrick-and-fredrickson.md	md	2024-03-18	Y	0	52097	2026-05-14	Resources/personal
Resources/personal/2024-03-18-james-richardson.md	2024-03-18-james-richardson.md	md	2024-03-18	Y	0	43393	2026-05-14	Resources/personal
Resources/personal/2024-03-18-strategic-market-positioning-for-expansion.md	2024-03-18-strategic-market-positioning-for-expansion.md	md	2024-03-18	Y	0	106805	2026-05-14	Resources/personal
Resources/personal/2024-03-19-2024-cbre-real-estate-market-outlook-en.md	2024-03-19-2024-cbre-real-estate-market-outlook-en.md	md	2024-03-19	Y	0	13587	2026-05-14	Resources/personal
Resources/personal/2024-03-19-en-colliers-hotelmarktbericht-deutschland-2022.md	2024-03-19-en-colliers-hotelmarktbericht-deutschland-2022.md	md	2024-03-19	Y	0	11656	2026-05-14	Resources/personal
Resources/personal/2024-03-19-en-hotelmarktbericht-deutschland-2023-colliers.md	2024-03-19-en-hotelmarktbericht-deutschland-2023-colliers.md	md	2024-03-19	Y	0	3817	2026-05-14	Resources/personal
Resources/personal/2024-03-19-europe-hotel-market-q3-2023.md	2024-03-19-europe-hotel-market-q3-2023.md	md	2024-03-19	Y	0	15768	2026-05-14	Resources/personal
Resources/personal/2024-03-19-european-real-estate-market-outlook-2024.md	2024-03-19-european-real-estate-market-outlook-2024.md	md	2024-03-19	Y	0	28394	2026-05-14	Resources/personal
Resources/personal/2024-03-19-germany-hotels-chains-2022.md	2024-03-19-germany-hotels-chains-2022.md	md	2024-03-19	Y	0	15470	2026-05-14	Resources/personal
Resources/personal/2024-03-19-netherlands-real-estate-market-outlook-report-2024-en.md	2024-03-19-netherlands-real-estate-market-outlook-report-2024-en.md	md	2024-03-19	Y	0	14183	2026-05-14	Resources/personal
Resources/personal/2024-05-31-blh-brandbook.md	2024-05-31-blh-brandbook.md	md	2024-05-31	Y	0	2743	2026-05-14	Resources/personal
Resources/personal/_index.md	_index.md	md		N	36	6689	2026-05-14	Resources/personal
Resources/personal-documents/.git.md	.git.md	md		Y	0	430	2026-05-14	Resources/personal-documents
Resources/personal-documents/.gitignore.md	.gitignore.md	md		Y	0	425	2026-05-14	Resources/personal-documents
Resources/personal-documents/0320544e757bee61c188481a57aa276501d1da.md	0320544e757bee61c188481a57aa276501d1da.md	md		Y	0	1096	2026-05-14	Resources/personal-documents
Resources/personal-documents/04482eec7e22780cb97dffd64ad52be69a7377.md	04482eec7e22780cb97dffd64ad52be69a7377.md	md		Y	0	680	2026-05-14	Resources/personal-documents
Resources/personal-documents/06008d58d56198d309c94042b56fa0983d594e.md	06008d58d56198d309c94042b56fa0983d594e.md	md		Y	0	682	2026-05-14	Resources/personal-documents
Resources/personal-documents/07793daeb2d787e13f6b9d1f11bc7b8dd075d0.md	07793daeb2d787e13f6b9d1f11bc7b8dd075d0.md	md		Y	0	732	2026-05-14	Resources/personal-documents
Resources/personal-documents/0895843d50b701decdb349f718f3c0426e2975.md	0895843d50b701decdb349f718f3c0426e2975.md	md		Y	0	637	2026-05-14	Resources/personal-documents
Resources/personal-documents/0c6df7d93db09f9bee32fee010f01887035001.md	0c6df7d93db09f9bee32fee010f01887035001.md	md		Y	0	635	2026-05-14	Resources/personal-documents
Resources/personal-documents/0d3427be48340c3bbcf03fbad21d69cd049970.md	0d3427be48340c3bbcf03fbad21d69cd049970.md	md		Y	0	5716	2026-05-14	Resources/personal-documents
Resources/personal-documents/0fb44d3ed76b394d3d8510a4cb63e882417e89.md	0fb44d3ed76b394d3d8510a4cb63e882417e89.md	md		Y	0	1312	2026-05-14	Resources/personal-documents
Resources/personal-documents/0fb879a010f27ff86f1078b1ea7a5c1f30ce4f.md	0fb879a010f27ff86f1078b1ea7a5c1f30ce4f.md	md		Y	0	715	2026-05-14	Resources/personal-documents
Resources/personal-documents/15b03f8b7663f4f3470d1ccfde5057ef26a919.md	15b03f8b7663f4f3470d1ccfde5057ef26a919.md	md		Y	0	2359	2026-05-14	Resources/personal-documents
Resources/personal-documents/16087f364545a55ff63ed30d25186acc1a4f01.md	16087f364545a55ff63ed30d25186acc1a4f01.md	md		Y	0	872	2026-05-14	Resources/personal-documents
Resources/personal-documents/1920d1774e7837b8c85b3797344b1c3d9dc09e.md	1920d1774e7837b8c85b3797344b1c3d9dc09e.md	md		Y	0	1505	2026-05-14	Resources/personal-documents
Resources/personal-documents/19db2edd43d2acb2077b74308a592207658184.md	19db2edd43d2acb2077b74308a592207658184.md	md		Y	0	718	2026-05-14	Resources/personal-documents
Resources/personal-documents/1bfbd79f7bd873f53fc51ee778c6cb9802028a.md	1bfbd79f7bd873f53fc51ee778c6cb9802028a.md	md		Y	0	720	2026-05-14	Resources/personal-documents
Resources/personal-documents/1d44258ae476101d601900513488d00a82b23c.md	1d44258ae476101d601900513488d00a82b23c.md	md		Y	0	421	2026-05-14	Resources/personal-documents
Resources/personal-documents/2026-05-14-bier-onderzoek-jongeren.md	2026-05-14-bier-onderzoek-jongeren.md	md	2026-05-14	Y	0	276	2026-05-14	Resources/personal-documents
Resources/personal-documents/2026-05-14-bnppre-hotel-investment-market-germany-2022q3.md	2026-05-14-bnppre-hotel-investment-market-germany-2022q3.md	md	2026-05-14	Y	0	323	2026-05-14	Resources/personal-documents
Resources/personal-documents/2026-05-14-certificado-de-español.md	2026-05-14-certificado-de-español.md	md	2026-05-14	Y	0	250	2026-05-14	Resources/personal-documents
Resources/personal-documents/2026-05-14-chow,-c.-w.md	2026-05-14-chow,-c.-w.md	md	2026-05-14	Y	0	583	2026-05-14	Resources/personal-documents
Resources/personal-documents/2026-05-14-hotelschool-the-hague-application.md	2026-05-14-hotelschool-the-hague-application.md	md	2026-05-14	Y	0	274	2026-05-14	Resources/personal-documents
Resources/personal-documents/2026-05-14-thomas-wielinga-ref.-eric.md	2026-05-14-thomas-wielinga-ref.-eric.md	md	2026-05-14	Y	0	254	2026-05-14	Resources/personal-documents
Resources/personal-documents/2026-05-14-thomas-wielinga-ref.-robin.md	2026-05-14-thomas-wielinga-ref.-robin.md	md	2026-05-14	Y	0	256	2026-05-14	Resources/personal-documents
Resources/personal-documents/232b0da74d0e09ebf969825f4a01d7b0e41ec8.md	232b0da74d0e09ebf969825f4a01d7b0e41ec8.md	md		Y	0	1133	2026-05-14	Resources/personal-documents
Resources/personal-documents/245f0da5db785a822da2f869ce80a82c82bcb7.md	245f0da5db785a822da2f869ce80a82c82bcb7.md	md		Y	0	697	2026-05-14	Resources/personal-documents
Resources/personal-documents/250506-hypothecaire-lening-thomas-wielinga-mbs-bv.md	250506-hypothecaire-lening-thomas-wielinga-mbs-bv.md	md		Y	0	335	2026-05-14	Resources/personal-documents
Resources/personal-documents/250506-leningsovereenkomst-thomas-wielinga.md	250506-leningsovereenkomst-thomas-wielinga.md	md		Y	0	323	2026-05-14	Resources/personal-documents
Resources/personal-documents/250506-schenking-thomas-wielinga.md	250506-schenking-thomas-wielinga.md	md		Y	0	287	2026-05-14	Resources/personal-documents
Resources/personal-documents/250506-schenking-thomas.md	250506-schenking-thomas.md	md		Y	0	268	2026-05-14	Resources/personal-documents
Resources/personal-documents/28a9cd3f949725e0502147116ff47e92852bfd.md	28a9cd3f949725e0502147116ff47e92852bfd.md	md		Y	0	695	2026-05-14	Resources/personal-documents
Resources/personal-documents/2f4939e6613fba58148a66c4021f8a4358469b.md	2f4939e6613fba58148a66c4021f8a4358469b.md	md		Y	0	1831	2026-05-14	Resources/personal-documents
Resources/personal-documents/2f917e97569e66dea499a6f1328b5deab3dded.md	2f917e97569e66dea499a6f1328b5deab3dded.md	md		Y	0	8676	2026-05-14	Resources/personal-documents
Resources/personal-documents/382f08178d8622adc6a4f0e5a1ddbde3784bb3.md	382f08178d8622adc6a4f0e5a1ddbde3784bb3.md	md		Y	0	878	2026-05-14	Resources/personal-documents
Resources/personal-documents/383e9684d9043d3a3f9007ce202d85ac1281fe.md	383e9684d9043d3a3f9007ce202d85ac1281fe.md	md		Y	0	642	2026-05-14	Resources/personal-documents
Resources/personal-documents/3b67b047355d224c9bda0f4f65548a8bda76e8.md	3b67b047355d224c9bda0f4f65548a8bda76e8.md	md		Y	0	691	2026-05-14	Resources/personal-documents
Resources/personal-documents/3f4808eb8808787d4782853b2fdfd71fb38e0d.md	3f4808eb8808787d4782853b2fdfd71fb38e0d.md	md		Y	0	729	2026-05-14	Resources/personal-documents
Resources/personal-documents/40a4dabdd591ad6530eadfe18efc10d03cc835.md	40a4dabdd591ad6530eadfe18efc10d03cc835.md	md		Y	0	396	2026-05-14	Resources/personal-documents
Resources/personal-documents/482ca78eb47f33cf46566cec0b8628beb128f0.md	482ca78eb47f33cf46566cec0b8628beb128f0.md	md		Y	0	689	2026-05-14	Resources/personal-documents
Resources/personal-documents/4af3ee58031c61d11cd17652e7f77be4bdb494.md	4af3ee58031c61d11cd17652e7f77be4bdb494.md	md		Y	0	829	2026-05-14	Resources/personal-documents
Resources/personal-documents/4b808004afb14bf7d726703f8069ad65330cf5.md	4b808004afb14bf7d726703f8069ad65330cf5.md	md		Y	0	642	2026-05-14	Resources/personal-documents
Resources/personal-documents/4c2cdd06058e1e74af007667372832d8db031b.md	4c2cdd06058e1e74af007667372832d8db031b.md	md		Y	0	761	2026-05-14	Resources/personal-documents
Resources/personal-documents/4c7d0832e5618246c6fd072c9dee3ce104e93a.md	4c7d0832e5618246c6fd072c9dee3ce104e93a.md	md		Y	0	696	2026-05-14	Resources/personal-documents
Resources/personal-documents/4dd348ecdc3dfcbe262cf365df84ca47b3c3c8.md	4dd348ecdc3dfcbe262cf365df84ca47b3c3c8.md	md		Y	0	8544	2026-05-14	Resources/personal-documents
Resources/personal-documents/4e8267f82059c939d04ac4cbef2469c73a3841.md	4e8267f82059c939d04ac4cbef2469c73a3841.md	md		Y	0	1997	2026-05-14	Resources/personal-documents
Resources/personal-documents/4fa22986f93af5e660f46aeba7fef30a20b939.md	4fa22986f93af5e660f46aeba7fef30a20b939.md	md		Y	0	731	2026-05-14	Resources/personal-documents
Resources/personal-documents/50ae76b10628d7581d7983ba839fe8886a9a68.md	50ae76b10628d7581d7983ba839fe8886a9a68.md	md		Y	0	922	2026-05-14	Resources/personal-documents
Resources/personal-documents/50c46a825faf9ad40631a8880466e5d1a7b679.md	50c46a825faf9ad40631a8880466e5d1a7b679.md	md		Y	0	620	2026-05-14	Resources/personal-documents
Resources/personal-documents/53f7a1b4936fb33a4b488102d17bb30bc133cd.md	53f7a1b4936fb33a4b488102d17bb30bc133cd.md	md		Y	0	1036	2026-05-14	Resources/personal-documents
Resources/personal-documents/55149303481bb989f176a6c483b1b853790554.md	55149303481bb989f176a6c483b1b853790554.md	md		Y	0	1822	2026-05-14	Resources/personal-documents
Resources/personal-documents/5d97e7a169ed28dc94cbaa36e6f22ca473f334.md	5d97e7a169ed28dc94cbaa36e6f22ca473f334.md	md		Y	0	560	2026-05-14	Resources/personal-documents
Resources/personal-documents/5f5c29c1719ed9383cd1ad71656165135eaf71.md	5f5c29c1719ed9383cd1ad71656165135eaf71.md	md		Y	0	1573	2026-05-14	Resources/personal-documents
Resources/personal-documents/60463fdea2e0ad0ad9cd3061079c7b27726e5c.md	60463fdea2e0ad0ad9cd3061079c7b27726e5c.md	md		Y	0	1998	2026-05-14	Resources/personal-documents
