path	bucket	proposed_new_path	reason	confidence
Projects/stripe.js/stripe.md	junk-binary	Archive/Junk/saved-webpage/stripe.md	saved-webpage artifact	high
Projects/style.css/style.md	junk-binary	Archive/Junk/web-code-artifacts/style.md	code/web file low-conf	high
Projects/styles__ltr.css/styles-ltr.md	junk-binary	Archive/Junk/saved-webpage/styles-ltr.md	saved-webpage artifact	high
Projects/tools/bmad-method-installer.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/README.md	BMad framework	high
Projects/tools/bmad-npx-wrapper.md	framework-import	Resources/Frameworks/BMad-Method/tools/bmad-npx-wrapper.js	BMad framework	high
Projects/tools/bmad.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/bin/bmad.js	BMad framework	high
Projects/tools/bump-all-versions.md	framework-import	Resources/Frameworks/BMad-Method/tools/bump-all-versions.js	BMad framework	high
Projects/tools/bump-expansion-version.md	framework-import	Resources/Frameworks/BMad-Method/tools/bump-expansion-version.js	BMad framework	high
Projects/tools/cli.md	framework-import	Resources/Frameworks/BMad-Method/tools/cli.js	BMad framework	high
Projects/tools/config-loader.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/lib/config-loader.js	BMad framework	high
Projects/tools/dependency-resolver.md	framework-import	Resources/Frameworks/BMad-Method/tools/lib/dependency-resolver.js	BMad framework	high
Projects/tools/file-manager.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/lib/file-manager.js	BMad framework	high
Projects/tools/ide-agent-config.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/config/ide-agent-config.yaml	BMad framework	high
Projects/tools/ide-base-setup.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/lib/ide-base-setup.js	BMad framework	high
Projects/tools/ide-setup.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/lib/ide-setup.js	BMad framework	high
Projects/tools/install.config.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/config/install.config.yaml	BMad framework	high
Projects/tools/installer.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/lib/installer.js	BMad framework	high
Projects/tools/memory-profiler.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/lib/memory-profiler.js	BMad framework	high
Projects/tools/module-manager.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/lib/module-manager.js	BMad framework	high
Projects/tools/package-lock.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/package-lock.json	BMad framework	high
Projects/tools/package.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/package.json	BMad framework	high
Projects/tools/resource-locator.md	framework-import	Resources/Frameworks/BMad-Method/tools/installer/lib/resource-locator.js	BMad framework	high
Projects/tools/semantic-release-sync-installer.md	framework-import	Resources/Frameworks/BMad-Method/tools/semantic-release-sync-installer.js	BMad framework	high
Projects/tools/sync-installer-version.md	framework-import	Resources/Frameworks/BMad-Method/tools/sync-installer-version.js	BMad framework	high
Projects/tools/update-expansion-version.md	framework-import	Resources/Frameworks/BMad-Method/tools/update-expansion-version.js	BMad framework	high
Projects/tools/v3-to-v4-upgrader.md	framework-import	Resources/Frameworks/BMad-Method/tools/upgraders/v3-to-v4-upgrader.js	BMad framework	high
Projects/tools/version-bump.md	framework-import	Resources/Frameworks/BMad-Method/tools/version-bump.js	BMad framework	high
Projects/tools/web-agent-bundle-instructions.md	framework-import	Resources/Frameworks/BMad-Method/tools/md-assets/web-agent-startup-instructions.md	BMad framework	high
Projects/tools/web-builder.md	framework-import	Resources/Frameworks/BMad-Method/tools/builders/web-builder.js	BMad framework	high
Projects/tools/yaml-format.md	framework-import	Resources/Frameworks/BMad-Method/tools/yaml-format.js	BMad framework	high
Projects/tools/yaml-utils.md	framework-import	Resources/Frameworks/BMad-Method/tools/lib/yaml-utils.js	BMad framework	high
Projects/tools/_index.md	keep-in-place		index/system file	high
Projects/usage-5793740a0b882486.js/usage-5793740a0b882486.md	junk-binary	Archive/Junk/saved-webpage/usage-5793740a0b882486.md	saved-webpage artifact	high
Projects/util.js/util.md	junk-binary	Archive/Junk/saved-webpage/util.md	saved-webpage artifact	high
Projects/uwt.js/uwt.md	junk-binary	Archive/Junk/saved-webpage/uwt.md	saved-webpage artifact	high
Projects/vendors~addressautocomplete~affirmincontext~afterpayincontext~amazonpaybutton~applepay~applewebprovi~0dbe4425.2b7205e3efe2e00f28af.bundle.js/vendors~addressautocomplete~affirmincontext~afterpayincontex.md	junk-binary	Archive/Junk/saved-webpage/vendors~addressautocomplete~affirmincontext~afterpayincontex.md	saved-webpage artifact	high
Projects/webpack-72115825ff128503.js/webpack-72115825ff128503.md	junk-binary	Archive/Junk/saved-webpage/webpack-72115825ff128503.md	saved-webpage artifact	high
Projects/worksheets.html/worksheets.md	junk-binary	Archive/Junk/saved-webpage/worksheets.md	saved-webpage artifact	high
Projects/workspace_iframe.html/workspace-iframe.md	junk-binary	Archive/Junk/saved-webpage/workspace-iframe.md	saved-webpage artifact	high
Projects/write-copy/_index.md	keep-in-place		index/system file	high
Projects/_app-3db5731c1597680f.js/app-3db5731c1597680f.md	junk-binary	Archive/Junk/saved-webpage/app-3db5731c1597680f.md	saved-webpage artifact	high
Projects/_buildmanifest.js/buildmanifest.md	junk-binary	Archive/Junk/saved-webpage/buildmanifest.md	saved-webpage artifact	high
Projects/_ssgmanifest.js/ssgmanifest.md	junk-binary	Archive/Junk/saved-webpage/ssgmanifest.md	saved-webpage artifact	high
Resources/Code/_index.md	keep-in-place		index/system file	high
Resources/Code/Google Colab/_index.md	keep-in-place		index/system file	high
Resources/Code/Python/A111 MD Timeline.md	keep-in-place		structured folder	high
Resources/Code/Python/Change Wine Name Cellar.md	keep-in-place		structured folder	high
Resources/Code/Python/CP Organizing Tasks.md	keep-in-place		structured folder	high
Resources/Code/Python/HYATT Expanded vs Budget.md	keep-in-place		structured folder	high
Resources/Code/Python/_index.md	keep-in-place		index/system file	high
Resources/contract/2024-05-24-nda-blh-proofreaders.md	daily-note	Daily/2024/05/2024-05-24-nda-blh-proofreaders.md	dated capture	high
Resources/contract/_index.md	keep-in-place		index/system file	high
Resources/finance/2023-11-10-fisheretal.md	area-note	Areas/Personal Finance/Journal/2023/11/2023-11-10-fisheretal.md	dated finance	high
Resources/finance/2023-11-10-parkerkyj.md	area-note	Areas/Personal Finance/Journal/2023/11/2023-11-10-parkerkyj.md	dated finance	high
Resources/finance/2023-11-16-r-lynn-hannan.md	area-note	Areas/Personal Finance/Journal/2023/11/2023-11-16-r-lynn-hannan.md	dated finance	high
Resources/finance/2023-11-16-s-kramer.md	area-note	Areas/Personal Finance/Journal/2023/11/2023-11-16-s-kramer.md	dated finance	high
Resources/finance/2023-11-25-m-c-jensen.md	area-note	Areas/Personal Finance/Journal/2023/11/2023-11-25-m-c-jensen.md	dated finance	high
Resources/finance/2023-11-27-s-m-leitner.md	area-note	Areas/Personal Finance/Journal/2023/11/2023-11-27-s-m-leitner.md	dated finance	high
Resources/finance/2023-12-04-chapter-1-the-great-misunderstanding-third-edition-of-kpi.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-04-chapter-1-the-great-misunderstanding-third-edition-of-kpi.md	dated finance	high
Resources/finance/2023-12-08-a-van-der-stede.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-08-a-van-der-stede.md	dated finance	high
Resources/finance/2023-12-08-papers-1-4.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-08-papers-1-4.md	dated finance	high
Resources/finance/2023-12-08-s-mark-young.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-08-s-mark-young.md	dated finance	high
Resources/finance/2023-12-11-adam-s-maiga.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-11-adam-s-maiga.md	dated finance	high
Resources/finance/2023-12-11-deqiang-deng.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-11-deqiang-deng.md	dated finance	high
Resources/finance/2023-12-11-frank-g-h-hartmann.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-11-frank-g-h-hartmann.md	dated finance	high
Resources/finance/2023-12-11-imas-nurani-islami.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-11-imas-nurani-islami.md	dated finance	high
Resources/finance/2023-12-11-jessen-l-hobson.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-11-jessen-l-hobson.md	dated finance	high
Resources/finance/2023-12-11-min-ju.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-11-min-ju.md	dated finance	high
Resources/finance/2023-12-11-rindu-rika-gamayuni.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-11-rindu-rika-gamayuni.md	dated finance	high
Resources/finance/2023-12-11-theresa-libby.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-11-theresa-libby.md	dated finance	high
Resources/finance/2023-12-16-case-ath.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-16-case-ath.md	dated finance	high
Resources/finance/2023-12-20-maslows-hierarchy-of-needs.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-20-maslows-hierarchy-of-needs.md	dated finance	high
Resources/finance/2023-12-20-premaster-finance-potential-question.md	area-note	Areas/Personal Finance/Journal/2023/12/2023-12-20-premaster-finance-potential-question.md	dated finance	high
Resources/finance/2024-01-06-moers-2004.md	area-note	Areas/Personal Finance/Journal/2024/01/2024-01-06-moers-2004.md	dated finance	high
Resources/finance/2024-01-07-finance-papers-summaries.md	area-note	Areas/Personal Finance/Journal/2024/01/2024-01-07-finance-papers-summaries.md	dated finance	high
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q1-0.md	area-note	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2022q1-0.md	dated finance	high
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q2.md	area-note	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2022q2.md	dated finance	high
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q3.md	area-note	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2022q3.md	dated finance	high
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2022q4.md	area-note	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2022q4.md	dated finance	high
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q1.md	area-note	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2023q1.md	dated finance	high
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q2.md	area-note	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2023q2.md	dated finance	high
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q3.md	area-note	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2023q3.md	dated finance	high
Resources/finance/2024-03-19-bnppre-hotel-investment-market-germany-2023q4.md	area-note	Areas/Personal Finance/Journal/2024/03/2024-03-19-bnppre-hotel-investment-market-germany-2023q4.md	dated finance	high
Resources/finance/_index.md	keep-in-place		index/system file	high
Resources/meeting/2024-05-07-interview-mr-knoll-blh-20240507-transcription.md	daily-note	Daily/2024/05/2024-05-07-interview-mr-knoll-blh-20240507-transcription.md	dated capture	high
Resources/meeting/2024-10-29-jll-interview-prep.md	daily-note	Daily/2024/10/2024-10-29-jll-interview-prep.md	dated capture	high
Resources/meeting/_index.md	keep-in-place		index/system file	high
Resources/personal/2018-09-07-pws-eco-2.md	daily-note	Daily/2018/09/2018-09-07-pws-eco-2.md	dated personal/journal	high
Resources/personal/2018-09-07-vragen-voor-tieners.md	daily-note	Daily/2018/09/2018-09-07-vragen-voor-tieners.md	dated personal/journal	high
Resources/personal/2018-10-01-beschouwing-nederlands-dna.md	daily-note	Daily/2018/10/2018-10-01-beschouwing-nederlands-dna.md	dated personal/journal	high
Resources/personal/2018-10-26-biermarkt-v2.md	daily-note	Daily/2018/10/2018-10-26-biermarkt-v2.md	dated personal/journal	high
Resources/personal/2018-10-26-bronnen-pws-eco.md	daily-note	Daily/2018/10/2018-10-26-bronnen-pws-eco.md	dated personal/journal	high
Resources/personal/2018-10-26-vragen-lijst-bierbrouwerijen.md	daily-note	Daily/2018/10/2018-10-26-vragen-lijst-bierbrouwerijen.md	dated personal/journal	high
Resources/personal/2018-12-02-181202-pws-eco-thomas-wielinga.md	daily-note	Daily/2018/12/2018-12-02-181202-pws-eco-thomas-wielinga.md	dated personal/journal	high
Resources/personal/2018-12-10-po-makkelaardij.md	daily-note	Daily/2018/12/2018-12-10-po-makkelaardij.md	dated personal/journal	high
Resources/personal/2019-01-03-pws-eco.md	daily-note	Daily/2019/01/2019-01-03-pws-eco.md	dated personal/journal	high
Resources/personal/2019-01-14-boekverslag-11-nl-v6-een-liefde-in-parijs.md	daily-note	Daily/2019/01/2019-01-14-boekverslag-11-nl-v6-een-liefde-in-parijs.md	dated personal/journal	high
Resources/personal/2019-01-14-boekverslag-12-nl-v6-stadium-iv-x3.md	daily-note	Daily/2019/01/2019-01-14-boekverslag-12-nl-v6-stadium-iv-x3.md	dated personal/journal	high
Resources/personal/2019-01-15-boekverslag-10-nl-v6-het-hout-x5.md	daily-note	Daily/2019/01/2019-01-15-boekverslag-10-nl-v6-het-hout-x5.md	dated personal/journal	high
Resources/personal/2019-01-28-analyse-pshycho-kua-thomas-wielinga.md	daily-note	Daily/2019/01/2019-01-28-analyse-pshycho-kua-thomas-wielinga.md	dated personal/journal	high
Resources/personal/2019-03-06-boekverslag-5-nl-v6-godin-held.md	daily-note	Daily/2019/03/2019-03-06-boekverslag-5-nl-v6-godin-held.md	dated personal/journal	high
Resources/personal/2019-03-06-boekverslag-6-nl-v6-warenar.md	daily-note	Daily/2019/03/2019-03-06-boekverslag-6-nl-v6-warenar.md	dated personal/journal	high
Resources/personal/2019-03-06-boekverslag-8-nl-v6-het-diner-x6.md	daily-note	Daily/2019/03/2019-03-06-boekverslag-8-nl-v6-het-diner-x6.md	dated personal/journal	high
Resources/personal/2019-03-12-boekverslag-1-nl-v6-soldaten-huilen-niet-x1.md	daily-note	Daily/2019/03/2019-03-12-boekverslag-1-nl-v6-soldaten-huilen-niet-x1.md	dated personal/journal	high
Resources/personal/2019-03-12-boekverslag-2-nl-v6-deja-vu-x8.md	daily-note	Daily/2019/03/2019-03-12-boekverslag-2-nl-v6-deja-vu-x8.md	dated personal/journal	high
Resources/personal/2019-03-12-boekverslag-3-nl-v6-turks-fruit-x7.md	daily-note	Daily/2019/03/2019-03-12-boekverslag-3-nl-v6-turks-fruit-x7.md	dated personal/journal	high
Resources/personal/2019-03-12-boekverslag-7-nl-v6-fabriekskinderen.md	daily-note	Daily/2019/03/2019-03-12-boekverslag-7-nl-v6-fabriekskinderen.md	dated personal/journal	high
Resources/personal/2019-03-16-microcontrollers.md	daily-note	Daily/2019/03/2019-03-16-microcontrollers.md	dated personal/journal	high
Resources/personal/2019-03-16-sql-documatation.md	daily-note	Daily/2019/03/2019-03-16-sql-documatation.md	dated personal/journal	high
Resources/personal/2019-03-24-tijdvakken-1-8-compleet.md	daily-note	Daily/2019/03/2019-03-24-tijdvakken-1-8-compleet.md	dated personal/journal	high
Resources/personal/2019-04-08-kunstproject-vwo-6-thomas-wielinga.md	daily-note	Daily/2019/04/2019-04-08-kunstproject-vwo-6-thomas-wielinga.md	dated personal/journal	high
Resources/personal/2019-11-30-jaarrooster-winford-utrecht-2019-2020.md	daily-note	Daily/2019/11/2019-11-30-jaarrooster-winford-utrecht-2019-2020.md	dated personal/journal	high
Resources/personal/2019-11-30-winford-examenreglement-havo-vwo-web-2018-2019.md	daily-note	Daily/2019/11/2019-11-30-winford-examenreglement-havo-vwo-web-2018-2019.md	dated personal/journal	high
Resources/personal/2019-11-30-winford-pta-havo-1920.md	daily-note	Daily/2019/11/2019-11-30-winford-pta-havo-1920.md	dated personal/journal	high
Resources/personal/2019-12-09-2019-11-18-groeiende-toeristen-stroom-door-heel-nederland.md	daily-note	Daily/2019/12/2019-12-09-2019-11-18-groeiende-toeristen-stroom-door-heel-nederland.md	dated personal/journal	high
Resources/personal/2019-12-09-literatuurlijst-v6.md	daily-note	Daily/2019/12/2019-12-09-literatuurlijst-v6.md	dated personal/journal	high
Resources/personal/2019-12-09-pta-gregorius-vwo-6-cohort-2017-2020-definitief.md	daily-note	Daily/2019/12/2019-12-09-pta-gregorius-vwo-6-cohort-2017-2020-definitief.md	dated personal/journal	high
Resources/personal/2019-12-12-annabelle-peletier.md	daily-note	Daily/2019/12/2019-12-12-annabelle-peletier.md	dated personal/journal	high
Resources/personal/2019-12-16-boekverslag-9-nl-v6-dorsvloer-vol-confetti-x2.md	daily-note	Daily/2019/12/2019-12-16-boekverslag-9-nl-v6-dorsvloer-vol-confetti-x2.md	dated personal/journal	high
Resources/personal/2020-01-04-thomas-wielinga-ref-vince.md	daily-note	Daily/2020/01/2020-01-04-thomas-wielinga-ref-vince.md	dated personal/journal	high
Resources/personal/2020-02-03-boekverslag-13-nl-v6-na-mattias-x4.md	daily-note	Daily/2020/02/2020-02-03-boekverslag-13-nl-v6-na-mattias-x4.md	dated personal/journal	high
Resources/personal/2020-03-09-literatuurlijst-havo.md	daily-note	Daily/2020/03/2020-03-09-literatuurlijst-havo.md	dated personal/journal	high
Resources/personal/2020-04-07-geschiedenis-havo-2020-versie-2.md	daily-note	Daily/2020/04/2020-04-07-geschiedenis-havo-2020-versie-2.md	dated personal/journal	high
Resources/personal/2020-04-18-maasticht-motivation.md	daily-note	Daily/2020/04/2020-04-18-maasticht-motivation.md	dated personal/journal	high
Resources/personal/2020-04-29-additional-preperation-letter.md	daily-note	Daily/2020/04/2020-04-29-additional-preperation-letter.md	dated personal/journal	high
Resources/personal/2020-04-29-case-study-candidates-selection-day-virtual.md	daily-note	Daily/2020/04/2020-04-29-case-study-candidates-selection-day-virtual.md	dated personal/journal	high
Resources/personal/2020-05-04-hotelschool-the-hague-application-word.md	daily-note	Daily/2020/05/2020-05-04-hotelschool-the-hague-application-word.md	dated personal/journal	high
Resources/personal/2020-05-05-experience-must-exceed-expectations.md	daily-note	Daily/2020/05/2020-05-05-experience-must-exceed-expectations.md	dated personal/journal	high
Resources/personal/2021-02-08-cuaderno-del-alumno-mdulo-1-feb-2020.md	daily-note	Daily/2021/02/2021-02-08-cuaderno-del-alumno-mdulo-1-feb-2020.md	dated personal/journal	high
Resources/personal/2021-02-08-spaans-modulo-1.md	daily-note	Daily/2021/02/2021-02-08-spaans-modulo-1.md	dated personal/journal	high
Resources/personal/2021-02-09-programa-mdulo-1.md	daily-note	Daily/2021/02/2021-02-09-programa-mdulo-1.md	dated personal/journal	high
Resources/personal/2021-03-02-tti-profiel.md	daily-note	Daily/2021/03/2021-03-02-tti-profiel.md	dated personal/journal	high
Resources/personal/2021-03-29-casussen-engelse-stroom-periode-3.md	daily-note	Daily/2021/03/2021-03-29-casussen-engelse-stroom-periode-3.md	dated personal/journal	high
Resources/personal/2021-03-29-overview-products-product-knowledge-module-2-gastronomic.md	daily-note	Daily/2021/03/2021-03-29-overview-products-product-knowledge-module-2-gastronomic.md	dated personal/journal	high
Resources/personal/2021-03-29-selectie-wijnen-hmsm.md	daily-note	Daily/2021/03/2021-03-29-selectie-wijnen-hmsm.md	dated personal/journal	high
Resources/personal/2021-04-28-cuaderno-del-alumno-mdulo-2-feb-2020.md	daily-note	Daily/2021/04/2021-04-28-cuaderno-del-alumno-mdulo-2-feb-2020.md	dated personal/journal	high
Resources/personal/2021-04-28-programa-mdulo-2.md	daily-note	Daily/2021/04/2021-04-28-programa-mdulo-2.md	dated personal/journal	high
Resources/personal/2021-05-19-communication-in-organization-basic-skills-and-conversation.md	daily-note	Daily/2021/05/2021-05-19-communication-in-organization-basic-skills-and-conversation.md	dated personal/journal	high
Resources/personal/2021-05-31-cuaderno-del-alumno-mdulo-2-leccin-3.md	daily-note	Daily/2021/05/2021-05-31-cuaderno-del-alumno-mdulo-2-leccin-3.md	dated personal/journal	high
Resources/personal/2021-05-31-el-futuro-del-turismo.md	daily-note	Daily/2021/05/2021-05-31-el-futuro-del-turismo.md	dated personal/journal	high
Resources/personal/2021-06-01-cuaderno-del-alumno-modulo-2.md	daily-note	Daily/2021/06/2021-06-01-cuaderno-del-alumno-modulo-2.md	dated personal/journal	high
Resources/personal/2021-06-14-oral-assessment-assessment-form-group-7-12.md	daily-note	Daily/2021/06/2021-06-14-oral-assessment-assessment-form-group-7-12.md	dated personal/journal	high
Resources/personal/2021-06-14-oral-assessment-description-exam-group-7-12.md	daily-note	Daily/2021/06/2021-06-14-oral-assessment-description-exam-group-7-12.md	dated personal/journal	high
Resources/personal/2021-06-14-written-test-description-exam-group-7-12.md	daily-note	Daily/2021/06/2021-06-14-written-test-description-exam-group-7-12.md	dated personal/journal	high
Resources/personal/2021-06-16-financial-management-oral.md	daily-note	Daily/2021/06/2021-06-16-financial-management-oral.md	dated personal/journal	high
Resources/personal/2021-06-24-written-exam-notes-juliette.md	daily-note	Daily/2021/06/2021-06-24-written-exam-notes-juliette.md	dated personal/journal	high
Resources/personal/2021-06-29-revision-chapters-fre.md	daily-note	Daily/2021/06/2021-06-29-revision-chapters-fre.md	dated personal/journal	high
Resources/personal/2021-06-30-hfd-4-nutrients-vernieuwd.md	daily-note	Daily/2021/06/2021-06-30-hfd-4-nutrients-vernieuwd.md	dated personal/journal	high
Resources/personal/2021-07-01-inhoud-elk-hoofdstuk.md	daily-note	Daily/2021/07/2021-07-01-inhoud-elk-hoofdstuk.md	dated personal/journal	high
Resources/personal/2021-07-01-scenario-assessment-form-en-01-11-2019.md	daily-note	Daily/2021/07/2021-07-01-scenario-assessment-form-en-01-11-2019.md	dated personal/journal	high
Resources/personal/2021-07-02-gastronomic-lunch-report-group-209.md	daily-note	Daily/2021/07/2021-07-02-gastronomic-lunch-report-group-209.md	dated personal/journal	high
Resources/personal/2021-07-08-oral-exam-notes-juliette.md	daily-note	Daily/2021/07/2021-07-08-oral-exam-notes-juliette.md	dated personal/journal	high
Resources/personal/2022-02-10-hotel-ultima.md	daily-note	Daily/2022/02/2022-02-10-hotel-ultima.md	dated personal/journal	high
Resources/personal/2022-05-11-preparaciondeleb1-examen1.md	daily-note	Daily/2022/05/2022-05-11-preparaciondeleb1-examen1.md	dated personal/journal	high
Resources/personal/2022-05-11-preparaciondeleb1-examen2.md	daily-note	Daily/2022/05/2022-05-11-preparaciondeleb1-examen2.md	dated personal/journal	high
Resources/personal/2022-05-11-preparaciondeleb1-examen3.md	daily-note	Daily/2022/05/2022-05-11-preparaciondeleb1-examen3.md	dated personal/journal	high
Resources/personal/2022-05-11-preparaciondeleb1-examen5.md	daily-note	Daily/2022/05/2022-05-11-preparaciondeleb1-examen5.md	dated personal/journal	high
Resources/personal/2022-05-11-preparaciondeleb1-examen6.md	daily-note	Daily/2022/05/2022-05-11-preparaciondeleb1-examen6.md	dated personal/journal	high
Resources/personal/2022-05-11-preparaciondeleb1-examen7.md	daily-note	Daily/2022/05/2022-05-11-preparaciondeleb1-examen7.md	dated personal/journal	high
Resources/personal/2022-05-11-preparaciondeleb1-examen8.md	daily-note	Daily/2022/05/2022-05-11-preparaciondeleb1-examen8.md	dated personal/journal	high
Resources/personal/2022-06-12-identifying-strategic-options-swot-to-tows.md	daily-note	Daily/2022/06/2022-06-12-identifying-strategic-options-swot-to-tows.md	dated personal/journal	high
Resources/personal/2022-06-12-reputation-benchmark-2019-v10.md	daily-note	Daily/2022/06/2022-06-12-reputation-benchmark-2019-v10.md	dated personal/journal	high
Resources/personal/2022-06-26-preparaciondeleb1-examen4.md	daily-note	Daily/2022/06/2022-06-26-preparaciondeleb1-examen4.md	dated personal/journal	high
Resources/personal/2022-08-30-supervision-factsheet-internship.md	daily-note	Daily/2022/08/2022-08-30-supervision-factsheet-internship.md	dated personal/journal	high
Resources/personal/2022-09-07-full-plan.md	daily-note	Daily/2022/09/2022-09-07-full-plan.md	dated personal/journal	high
Resources/personal/2023-02-13-an-external-analysis-of-the-penta-hotel-in-wiesbaden-would.md	daily-note	Daily/2023/02/2023-02-13-an-external-analysis-of-the-penta-hotel-in-wiesbaden-would.md	dated personal/journal	high
Resources/personal/2023-02-17-ph-wiesbaden-pl2019.md	daily-note	Daily/2023/02/2023-02-17-ph-wiesbaden-pl2019.md	dated personal/journal	high
Resources/personal/2023-02-22-financial-analysis-penta-wiesbadenxlsx.md	daily-note	Daily/2023/02/2023-02-22-financial-analysis-penta-wiesbadenxlsx.md	dated personal/journal	high
Resources/personal/2023-03-09-module-9-professionnal-writing.md	daily-note	Daily/2023/03/2023-03-09-module-9-professionnal-writing.md	dated personal/journal	high
Resources/personal/2023-03-12-four-aaaas-for-an-effective-leader.md	daily-note	Daily/2023/03/2023-03-12-four-aaaas-for-an-effective-leader.md	dated personal/journal	high
Resources/personal/2023-03-12-pptquinnsmodel.md	daily-note	Daily/2023/03/2023-03-12-pptquinnsmodel.md	dated personal/journal	high
Resources/personal/2023-03-12-vier-aaaas-voor-de-effectieve-leider.md	daily-note	Daily/2023/03/2023-03-12-vier-aaaas-voor-de-effectieve-leider.md	dated personal/journal	high
Resources/personal/2023-03-26-penta-q-a.md	daily-note	Daily/2023/03/2023-03-26-penta-q-a.md	dated personal/journal	high
Resources/personal/2023-09-16-caught-in-the-middle-organizational-impedimentspdf.md	daily-note	Daily/2023/09/2023-09-16-caught-in-the-middle-organizational-impedimentspdf.md	dated personal/journal	high
Resources/personal/2023-09-17-firms-with-benefits-a-systematic-review-of-responsible.md	daily-note	Daily/2023/09/2023-09-17-firms-with-benefits-a-systematic-review-of-responsible.md	dated personal/journal	high
Resources/personal/2023-09-17-how-do-corporate-social-responsibility-and-innovation.md	daily-note	Daily/2023/09/2023-09-17-how-do-corporate-social-responsibility-and-innovation.md	dated personal/journal	high
Resources/personal/2023-09-17-s11846-023-00658-5.md	daily-note	Daily/2023/09/2023-09-17-s11846-023-00658-5.md	dated personal/journal	high
Resources/personal/2023-09-19-is-normaltiy-met.md	daily-note	Daily/2023/09/2023-09-19-is-normaltiy-met.md	dated personal/journal	high
Resources/personal/2023-09-19-literature-review.md	daily-note	Daily/2023/09/2023-09-19-literature-review.md	dated personal/journal	high
Resources/personal/2023-09-22-bocken-sustainable-benture-capital.md	daily-note	Daily/2023/09/2023-09-22-bocken-sustainable-benture-capital.md	dated personal/journal	high
Resources/personal/2023-09-22-creating-shared-value.md	daily-note	Daily/2023/09/2023-09-22-creating-shared-value.md	dated personal/journal	high
Resources/personal/2023-09-22-hart-resource-baksed-view-of-the-firm.md	daily-note	Daily/2023/09/2023-09-22-hart-resource-baksed-view-of-the-firm.md	dated personal/journal	high
Resources/personal/2023-09-22-reinhart.md	daily-note	Daily/2023/09/2023-09-22-reinhart.md	dated personal/journal	high
Resources/personal/2023-09-22-schaltegger.md	daily-note	Daily/2023/09/2023-09-22-schaltegger.md	dated personal/journal	high
Resources/personal/2023-09-24-as2023-finalpaperrubric.md	daily-note	Daily/2023/09/2023-09-24-as2023-finalpaperrubric.md	dated personal/journal	high
Resources/personal/2023-11-11-as2020-tutorial-21.md	daily-note	Daily/2023/11/2023-11-11-as2020-tutorial-21.md	dated personal/journal	high
Resources/personal/2023-11-16-reader2.md	daily-note	Daily/2023/11/2023-11-16-reader2.md	dated personal/journal	high
Resources/personal/2023-11-17-prompts-for-summarizing-academic-articles.md	daily-note	Daily/2023/11/2023-11-17-prompts-for-summarizing-academic-articles.md	dated personal/journal	high
Resources/personal/2023-11-20-as2023-tutorial23.md	daily-note	Daily/2023/11/2023-11-20-as2023-tutorial23.md	dated personal/journal	high
